,Date,Team,Acquired,Relinquished,Notes
4622,2021-12-31,Wizards,,Brad Wanamaker,placed on IL with NBA health and safety protocols
4623,2021-12-31,Clippers,Moses Wright,,activated from IL
4624,2021-12-31,Knicks,Matt Mooney,,activated from IL
4625,2022-01-01,Bucks,,Donte DiVincenzo,placed on IL with sprained left ankle
4626,2022-01-01,Bucks,,Thanasis Antetokounmpo,placed on IL with NBA health and safety protocols
4627,2022-01-01,Bucks,Sandro Mamukelashvili,,activated from IL
4628,2022-01-01,Bulls,,Javonte Green,placed on IL with strained right adductor
4629,2022-01-01,Celtics,Dennis Schröder,,activated from IL
4630,2022-01-01,Clippers,,Luke Kennard,placed on IL with NBA health and safety protocols
4631,2022-01-01,Grizzlies,Sam Merrill,,activated from IL
4632,2022-01-01,Hawks,Danilo Gallinari,,activated from IL
4633,2022-01-01,Hawks,Delon Wright,,activated from IL
4634,2022-01-01,Hawks,Kevin Huerter,,activated from IL
4635,2022-01-01,Hawks,Onyeka Okongwu,,activated from IL
4636,2022-01-01,Hawks,Sharife Cooper,,activated from IL
4637,2022-01-01,Hawks,Timothe Luwawu-Cabarrot,,activated from IL
4638,2022-01-01,Hornets,,Vernon Carey Jr.,placed on IL with NBA health and safety protocols
4639,2022-01-01,Jazz,,Hassan Whiteside,placed on IL with concussion
4640,2022-01-01,Jazz,Joe Ingles,,activated from IL
4641,2022-01-01,Kings,,Richaun Holmes,placed on IL with NBA health and safety protocols
4642,2022-01-01,Knicks,,Mitchell Robinson,placed on IL with NBA health and safety protocols
4643,2022-01-01,Magic,Terrence Ross,,activated from IL
4644,2022-01-01,Mavericks,Luka Doncic,,activated from IL
4645,2022-01-01,Mavericks,Maximilian Kleber / Maxi Kleber,,activated from IL
4646,2022-01-01,Mavericks,Tim Hardaway Jr.,,activated from IL
4647,2022-01-01,Nets,Day'Ron Sharpe,,activated from IL
4648,2022-01-01,Nuggets,Aaron Gordon,,activated from IL
4649,2022-01-01,Pelicans,,Jose Alvarado,placed on IL with NBA health and safety protocols
4650,2022-01-01,Pelicans,Jose Alvarado,,activated from IL
4651,2022-01-01,Pelicans,Josh Hart,,activated from IL
4652,2022-01-01,Rockets,,Alperen Sengun,placed on IL with sprained right ankle
4653,2022-01-01,Rockets,,Eric Gordon,placed on IL with right groin injury
4654,2022-01-01,Spurs,,Doug McDermott,placed on IL with NBA health and safety protocols
4655,2022-01-01,Spurs,,Lonnie Walker IV,placed on IL with NBA health and safety protocols
4656,2022-01-01,Thunder,,Shai Gilgeous-Alexander,placed on IL with NBA health and safety protocols
4657,2022-01-01,Thunder,Josh Giddey,,activated from IL
4658,2022-01-01,76ers,Tyler Johnson,,activated from IL
4659,2022-01-01,Bulls,Ersan Ilyasova,,activated from IL
4660,2022-01-01,Hawks,Malcolm Hill,,activated from IL
4661,2022-01-01,Heat,Zylan Cheatham,,activated from IL
4662,2022-01-01,Raptors,D.J. Wilson,,activated from IL
4663,2022-01-02,Blazers,,Cameron McGriff,placed on IL with NBA health and safety protocols
4664,2022-01-02,Blazers,,Damian Lillard,placed on IL with abdominal injury (out for season)
4665,2022-01-02,Blazers,Anfernee Simons,,activated from IL
4666,2022-01-02,Blazers,Keljin Blevins,,activated from IL
4667,2022-01-02,Blazers,Robert Covington,,activated from IL
4668,2022-01-02,Blazers,Trendon Watford,,activated from IL
4669,2022-01-02,Bulls,Alfonzo McKinnie,,activated from IL
4670,2022-01-02,Bulls,Lonzo Ball,,activated from IL
4671,2022-01-02,Celtics,,Brodric Thomas,placed on IL with sore lower back
4672,2022-01-02,Celtics,,Robert Williams III,placed on IL with right big toe injury
4673,2022-01-02,Celtics,,Romeo Langford,placed on IL with illness
4674,2022-01-02,Celtics,Bruno Fernando,,activated from IL
4675,2022-01-02,Hornets,Miles Bridges,,activated from IL
4676,2022-01-02,Kings,,Robert Woodard II,placed on IL with illness
4677,2022-01-02,Knicks,,Kemba Walker,placed on IL with sore left knee
4678,2022-01-02,Magic,Hassani Gravett,,activated from IL
4679,2022-01-02,Magic,Mohamed Bamba / Mo Bamba,,activated from IL
4680,2022-01-02,Magic,Mychal Mulder,,activated from IL
4681,2022-01-02,Pacers,,Caris LeVert,placed on IL with NBA health and safety protocols
4682,2022-01-02,Pacers,,Goga Bitadze,placed on IL with NBA health and safety protocols
4683,2022-01-02,Pelicans,,Tomas Satoransky,placed on IL with NBA health and safety protocols
4684,2022-01-02,Pistons,,Derrick Walton Jr.,placed on IL
4685,2022-01-02,Pistons,Cade Cunningham,,activated from IL
4686,2022-01-02,Pistons,Josh Jackson,,activated from IL
4687,2022-01-02,Pistons,Killian Hayes,,activated from IL
4688,2022-01-02,Pistons,Rodney McGruder,,activated from IL
4689,2022-01-02,Pistons,Saben Lee,,activated from IL
4690,2022-01-02,Pistons,Trey Lyles,,activated from IL
4691,2022-01-02,Raptors,Scottie Barnes,,activated from IL
4692,2022-01-02,Rockets,,Armoni Brooks,placed on IL with NBA health and safety protocols
4693,2022-01-02,Rockets,D.J. Augustine,,activated from IL
4694,2022-01-02,Thunder,,Luguentz Dort,placed on IL with sore left knee
4695,2022-01-02,Thunder,Jaylen Hoard,,activated from IL
4696,2022-01-02,Warriors,Damion Lee,,activated from IL
4697,2022-01-02,Warriors,Draymond Green,,activated from IL
4698,2022-01-02,Wizards,,Anthony Gill,placed on IL with NBA health and safety protocols
4699,2022-01-02,Wizards,Davis Bertans,,activated from IL
4700,2022-01-02,Knicks,Danuel House Jr.,,activated from IL
4701,2022-01-02,Mavericks,Brandon Knight,,activated from IL
4702,2022-01-03,76ers,,Jaden Springer,placed on IL with NBA health and safety protocols
4703,2022-01-03,76ers,,Matisse Thybulle,placed on IL with NBA health and safety protocols
4704,2022-01-03,76ers,,Tyrese Maxey,placed on IL with NBA health and safety protocols
4705,2022-01-03,76ers,Aaron Henry,,activated from IL
4706,2022-01-03,76ers,Danny Green,,activated from IL
4707,2022-01-03,Blazers,Jusuf Nurkic,,activated from IL
4708,2022-01-03,Bucks,,Jordan Nwora,placed on IL with NBA health and safety protocols
4709,2022-01-03,Bulls,,Tyler Cook,placed on IL with sprained left ankle
4710,2022-01-03,Cavaliers,,Isaac Okoro,placed on IL with sprained left elbow
4711,2022-01-03,Cavaliers,Darius Garland,,activated from IL
4712,2022-01-03,Clippers,Jay Scrubb,,activated from IL
4713,2022-01-03,Grizzlies,,Kyle Anderson,placed on IL with NBA health and safety protocols
4714,2022-01-03,Grizzlies,Jarrett Culver,,activated from IL
4715,2022-01-03,Hawks,,Cameron Reddish / Cam Reddish,placed on IL with sprained right ankle
4716,2022-01-03,Heat,P.J. Tucker,,activated from IL
4717,2022-01-03,Knicks,Jericho Sims,,activated from IL
4718,2022-01-03,Knicks,Mitchell Robinson,,activated from IL
4719,2022-01-03,Magic,,Moritz Wagner / Moe Wagner,placed on IL with illness
4720,2022-01-03,Mavericks,,Kristaps Porzingis,placed on IL with NBA health and safety protocols
4721,2022-01-03,Nets,,LaMarcus Aldridge,placed on IL with sore right foot
4722,2022-01-03,Nuggets,Nah'Shon Hyland / Bones Hyland,,activated from IL
4723,2022-01-03,Pelicans,Brandon Ingram,,activated from IL
4724,2022-01-03,Pelicans,Jonas Valanciunas,,activated from IL
4725,2022-01-03,Rockets,,Usman Garuba,placed on IL with NBA health and safety protocols
4726,2022-01-03,Rockets,Eric Gordon,,activated from IL
4727,2022-01-03,Rockets,Garrison Mathews,,activated from IL
4728,2022-01-03,Timberwolves,McKinley Wright IV,,activated from IL
4729,2022-01-03,Warriors,,Andre Iguodala,placed on IL with sore right knee
4730,2022-01-03,Wizards,,Tremont Waters,placed on IL with NBA health and safety protocols
4731,2022-01-03,Wizards,Cassius Winston,,activated from IL
4732,2022-01-03,Cavaliers,Denzel Valentine,,activated from IL
4733,2022-01-03,Kings,Robert Woodard II,,activated from IL
4734,2022-01-03,Knicks,Wayne Selden Jr.,,activated from IL
4735,2022-01-04,76ers,,Paul Reed,placed on IL with NBA health and safety protocols
4736,2022-01-04,76ers,,Shake Milton,placed on IL with back injury
4737,2022-01-04,Bucks,,Grayson Allen,placed on IL with NBA health and safety protocols
4738,2022-01-04,Bucks,,Pat Connaughton,placed on IL with NBA health and safety protocols
4739,2022-01-04,Celtics,Enes Freedom / Enes Kanter,,activated from IL
4740,2022-01-04,Celtics,Jayson Tatum,,activated from IL
4741,2022-01-04,Grizzlies,,Yves Pons,placed on IL with sore right ankle
4742,2022-01-04,Grizzlies,Ziaire Williams,,activated from IL
4743,2022-01-04,Heat,,Jimmy Butler,placed on IL with sprained right ankle
4744,2022-01-04,Heat,Max Strus,,activated from IL
4745,2022-01-04,Jazz,,Joe Ingles,placed on IL with NBA health and safety protocols
4746,2022-01-04,Kings,,Chimezie Metu,placed on IL with NBA health and safety protocols
4747,2022-01-04,Knicks,,Matt Mooney,placed on IL
4748,2022-01-04,Knicks,Julius Randle,,activated from IL
4749,2022-01-04,Magic,Chuma Okeke,,activated from IL
4750,2022-01-04,Mavericks,JaQuori McLaughlin,,activated from IL
4751,2022-01-04,Nuggets,,Vlatko Cancar,placed on IL with fractured right foot
4752,2022-01-04,Raptors,,Sviatoslav Mykhailiuk / Svi Mykhailiuk,placed on IL with NBA health and safety protocols
4753,2022-01-04,Raptors,,Yuta Watanabe,placed on IL with NBA health and safety protocols
4754,2022-01-04,Raptors,Isaac Bonga,,activated from IL
4755,2022-01-04,Suns,,Landry Shamet,placed on IL with NBA health and safety protocols
4756,2022-01-04,Thunder,Darius Bazley,,activated from IL
4757,2022-01-04,Thunder,Tre Mann,,activated from IL
4758,2022-01-04,Wizards,Raulzinho Neto / Raul Neto,,activated from IL
4759,2022-01-04,Grizzlies,Shaq Buchanan,,activated from IL
4760,2022-01-04,Hawks,Malik Ellison,,activated from IL
4761,2022-01-04,Pistons,Derrick Walton Jr.,,activated from IL
4762,2022-01-04,Grizzlies,,Tyrell Terry,placed on IL with illness
4763,2022-01-05,76ers,Myles Powell,,activated from IL
4764,2022-01-05,Bucks,,George Hill,placed on IL with NBA health and safety protocols
4765,2022-01-05,Bucks,,Giannis Antetokounmpo,placed on IL with illness
4766,2022-01-05,Bucks,Jordan Nwora,,activated from IL
4767,2022-01-05,Bucks,Semi Ojeleye,,activated from IL
4768,2022-01-05,Bucks,Thanasis Antetokounmpo,,activated from IL
4769,2022-01-05,Celtics,,Payton Pritchard,placed on IL with NBA health and safety protocols
4770,2022-01-05,Celtics,Aaron Nesmith,,activated from IL
4771,2022-01-05,Celtics,Robert Williams III,,activated from IL
4772,2022-01-05,Celtics,Romeo Langford,,activated from IL
4773,2022-01-05,Hawks,,Cameron Oliver,placed on IL with NBA health and safety protocols
4774,2022-01-05,Hawks,,Trae Young,placed on IL with bruised lower back
4775,2022-01-05,Hawks,Cameron Reddish / Cam Reddish,,activated from IL
4776,2022-01-05,Heat,Duncan Robinson,,activated from IL
4777,2022-01-05,Hornets,P.J. Washington,,activated from IL
4778,2022-01-05,Hornets,Scottie Lewis,,activated from IL
4779,2022-01-05,Jazz,,Rudy Gobert,placed on IL with illness / shoulder injury
4780,2022-01-05,Jazz,Udoka Azubuike,,activated from IL
4781,2022-01-05,Magic,Cole Anthony,,activated from IL
4782,2022-01-05,Nets,Kyrie Irving,,activated from IL
4783,2022-01-05,Nets,LaMarcus Aldridge,,activated from IL
4784,2022-01-05,Nuggets,Monte Morris,,activated from IL
4785,2022-01-05,Pacers,,Torrey Craig,placed on IL with right groin injury
4786,2022-01-05,Raptors,David Johnson (Ricardo),,activated from IL
4787,2022-01-05,Spurs,Dejounte Murray,,activated from IL
4788,2022-01-05,Thunder,,Isaiah Roby,placed on IL with NBA health and safety protocols
4789,2022-01-05,Thunder,,Jaylen Hoard,placed on IL
4790,2022-01-05,Thunder,,Miye Oni,placed on IL
4791,2022-01-05,Thunder,,Olivier Sarr,placed on IL
4792,2022-01-05,Thunder,,Rob Edwards,placed on IL
4793,2022-01-05,Thunder,,Scotty Hopson,placed on IL
4794,2022-01-05,Thunder,Jeremiah Robinson-Earl,,activated from IL
4795,2022-01-05,Thunder,Shai Gilgeous-Alexander,,activated from IL
4796,2022-01-05,Timberwolves,D'Angelo Russell,,activated from IL
4797,2022-01-05,Timberwolves,Karl-Anthony Towns,,activated from IL
4798,2022-01-05,Warriors,,Otto Porter Jr.,placed on IL with left foot injury
4799,2022-01-05,Blazers,Brandon Williams (b. 1975-02-27),,activated from IL
4800,2022-01-05,Blazers,Cameron McGriff,,activated from IL
4801,2022-01-06,76ers,Matisse Thybulle,,activated from IL
4802,2022-01-06,Blazers,,Larry Nance Jr.,placed on IL with right knee inflammation
4803,2022-01-06,Bulls,Marko Simonovic,,activated from IL
4804,2022-01-06,Bulls,Tony Bradley,,activated from IL
4805,2022-01-06,Clippers,,Xavier Moon,placed on IL with NBA health and safety protocols
4806,2022-01-06,Clippers,Brandon Boston Jr. / B.J. Boston Jr.,,activated from IL
4807,2022-01-06,Clippers,Nicolas Batum,,activated from IL
4808,2022-01-06,Grizzlies,,Desmond Bane,placed on IL with left quadriceps injury
4809,2022-01-06,Grizzlies,De'Anthony Melton,,activated from IL
4810,2022-01-06,Grizzlies,Dillon Brooks,,activated from IL
4811,2022-01-06,Hawks,,Chris Clemons,placed on IL with NBA health and safety protocols
4812,2022-01-06,Jazz,,Bojan Bogdanovic,placed on IL with finger injury
4813,2022-01-06,Jazz,,Donovan Mitchell,placed on IL with strained lower back
4814,2022-01-06,Jazz,,Mike Conley Jr.,placed on IL with right knee injury
4815,2022-01-06,Jazz,,Rudy Gobert,placed on IL with NBA health and safety protocols
4816,2022-01-06,Mavericks,Trey Burke,,activated from IL
4817,2022-01-06,Pistons,,Frank Jackson,placed on IL with NBA health and safety protocols
4818,2022-01-06,Pistons,Isaiah Stewart,,activated from IL
4819,2022-01-06,Raptors,Sviatoslav Mykhailiuk / Svi Mykhailiuk,,activated from IL
4820,2022-01-06,Rockets,DeJon Jarreau,,activated from IL
4821,2022-01-06,Spurs,,Derrick White,placed on IL with NBA health and safety protocols
4822,2022-01-06,Spurs,,Devin Vassell,placed on IL with NBA health and safety protocols
4823,2022-01-06,Spurs,,Keldon Johnson,placed on IL with NBA health and safety protocols
4824,2022-01-06,Spurs,,Thaddeus Young,placed on IL with NBA health and safety protocols
4825,2022-01-06,Thunder,Jaylen Hoard,,activated from IL
4826,2022-01-06,Thunder,Luguentz Dort,,activated from IL
4827,2022-01-06,Timberwolves,,Leandro Bolmaro,placed on IL with NBA health and safety protocols
4828,2022-01-06,Warriors,,Draymond Green,placed on IL with sore left hip
4829,2022-01-06,Warriors,,Juan Toscano-Anderson,placed on IL with sore left ankle
4830,2022-01-06,Warriors,,Stephen Curry,placed on IL with bruised left quadricep
4831,2022-01-06,Warriors,Andre Iguodala,,activated from IL
4832,2022-01-06,Warriors,Otto Porter Jr.,,activated from IL
4833,2022-01-06,Wizards,Aaron Holiday,,activated from IL
4834,2022-01-06,Wizards,Spencer Dinwiddie,,activated from IL
4835,2022-01-06,Pacers,Kelan Martin,,activated from IL
4836,2022-01-06,Thunder,Olivier Sarr,,activated from IL
4837,2022-01-06,Thunder,Rob Edwards,,activated from IL
4838,2022-01-06,Thunder,Scotty Hopson,,activated from IL
4839,2022-01-07,76ers,,Isaiah Joe,placed on IL with sore back
4840,2022-01-07,Blazers,Cody Zeller,,activated from IL
4841,2022-01-07,Bucks,Giannis Antetokounmpo,,activated from IL
4842,2022-01-07,Cavaliers,Cedi Osman,,activated from IL
4843,2022-01-07,Cavaliers,Rajon Rondo,,activated from IL
4844,2022-01-07,Grizzlies,,Steven Adams,placed on IL with NBA health and safety protocols
4845,2022-01-07,Hawks,Bogdan Bogdanovic,,activated from IL
4846,2022-01-07,Hawks,Jalen Johnson,,activated from IL
4847,2022-01-07,Hawks,John Collins (Martin),,activated from IL
4848,2022-01-07,Hawks,Trae Young,,activated from IL
4849,2022-01-07,Jazz,,Rudy Gay,placed on IL with right heel injury
4850,2022-01-07,Jazz,Hassan Whiteside,,activated from IL
4851,2022-01-07,Kings,Terence Davis,,activated from IL
4852,2022-01-07,Magic,Moritz Wagner / Moe Wagner,,activated from IL
4853,2022-01-07,Mavericks,,Luka Doncic,placed on IL with sprained right ankle
4854,2022-01-07,Nuggets,,Petr Cornelie,placed on IL with NBA health and safety protocols
4855,2022-01-07,Nuggets,Jeff Green,,activated from IL
4856,2022-01-07,Nuggets,Zeke Nnaji,,activated from IL
4857,2022-01-07,Pacers,,Justin Anderson,placed on IL with NBA health and safety protocols
4858,2022-01-07,Pacers,,Torrey Craig,placed on IL with NBA health and safety protocols
4859,2022-01-07,Pistons,Cory Joseph,,activated from IL
4860,2022-01-07,Rockets,Armoni Brooks,,activated from IL
4861,2022-01-07,Spurs,,Tre Jones,placed on IL with NBA health and safety protocols
4862,2022-01-07,Spurs,Devontae Cacok,,activated from IL
4863,2022-01-07,Spurs,Lonnie Walker IV,,activated from IL
4864,2022-01-07,Suns,Deandre Ayton,,activated from IL
4865,2022-01-07,Suns,Jae Crowder,,activated from IL
4866,2022-01-07,Suns,JaVale McGee,,activated from IL
4867,2022-01-07,Thunder,,Derrick Favors,placed on IL with sore lower back
4868,2022-01-07,Timberwolves,,Patrick Beverley,placed on IL with right groin injury
4869,2022-01-07,Wizards,,Davis Bertans,placed on IL with sprained left foot
4870,2022-01-07,Thunder,Miye Oni,,activated from IL
4871,2022-01-08,Clippers,Ivica Zubac,,activated from IL
4872,2022-01-08,Grizzlies,,Ja Morant,placed on IL with left thigh injury
4873,2022-01-08,Grizzlies,Desmond Bane,,activated from IL
4874,2022-01-08,Jazz,,Malik Fitts,placed on IL with fractured right wrist
4875,2022-01-08,Jazz,Bojan Bogdanovic,,activated from IL
4876,2022-01-08,Jazz,Donovan Mitchell,,activated from IL
4877,2022-01-08,Jazz,Mike Conley Jr.,,activated from IL
4878,2022-01-08,Jazz,Rudy Gay,,activated from IL
4879,2022-01-08,Knicks,,Damyean Dotson,placed on IL
4880,2022-01-08,Knicks,,Evan Fournier,placed on IL with left thigh injury
4881,2022-01-08,Pacers,Chris Duarte,,activated from IL
